speed_kmh,angle_deg,distance_m
83.56,-13.71,1.57
73.13,-37.52,0.00
57.79,-27.36,0.82
104.50,-6.17,5.28
86.79,-29.91,0.55
44.39,40.86,11.97
118.53,75.50,23.64
184.22,23.60,113.61
168.65,15.74,101.30
143.05,-40.17,0.04
104.21,-27.99,0.23
134.36,27.61,73.08
38.70,-44.75,0.00
138.12,-63.16,0.00
107.07,-40.45,0.00
118.47,-18.00,0.96
145.99,3.16,23.73
172.92,-37.12,0.45
196.56,17.48,111.96
125.75,-12.65,1.74
50.21,-21.25,1.47
72.52,-47.82,0.00
163.71,-46.25,0.00
136.25,-11.30,2.79
108.68,-42.58,0.00
192.73,-38.50,0.20
191.68,31.32,139.44
169.94,6.93,49.61
64.40,59.39,17.45
155.89,28.08,106.59
142.85,15.37,54.56
200.02,54.48,109.74
53.73,-61.84,0.01
117.06,76.33,14.83
140.16,25.57,78.07
119.00,-8.06,4.05
154.13,-18.29,0.85
68.93,-37.66,0.71
87.26,30.07,38.11
154.85,-32.27,1.00
224.60,7.45,75.82
72.50,23.05,29.80
101.73,41.18,50.18
192.75,0.46,21.05
150.58,-13.91,1.60
197.09,-6.79,3.98
153.96,-16.57,0.35
60.64,-25.56,0.81
133.01,-9.09,3.40
120.26,-27.33,0.00
153.02,45.92,87.69
130.14,25.60,66.85
99.43,30.39,44.24
103.92,-46.38,0.00
145.82,-42.43,0.00
80.07,31.95,32.20
38.58,29.47,7.63
136.36,-70.56,0.36
38.64,-11.07,1.71
66.77,32.09,27.45
116.58,-43.24,0.09
86.32,-16.74,0.99
168.04,67.56,50.98
57.14,16.74,12.53
140.22,-4.08,7.58
41.45,29.82,8.39
57.68,10.36,10.06
126.88,-42.01,0.00
51.59,-65.78,0.00
78.52,45.16,26.64
161.60,-35.27,0.00
61.62,42.06,18.67
174.42,-13.26,1.99
207.28,-26.44,0.81
77.92,39.69,33.55
145.62,22.55,85.55
82.59,14.24,22.48
156.59,4.40,29.99
132.12,-30.15,0.70
131.10,19.38,58.79
105.50,-56.08,0.28
181.99,46.91,112.12
76.37,54.67,23.30
114.33,63.06,32.16
75.29,-47.53,0.43
138.53,-6.04,5.48
113.62,49.46,52.34
75.90,51.54,26.49
128.92,44.88,64.49
144.48,-30.53,0.00
103.72,-28.96,0.37
180.32,3.45,37.87
213.88,25.92,152.92
176.90,-37.22,0.29
170.61,26.62,100.96
152.69,8.89,58.84
91.34,-45.31,0.03
87.19,27.37,43.02
165.14,-32.96,0.00
102.78,-15.17,2.32
183.13,18.88,114.87
143.73,14.14,56.73
98.24,-43.17,0.13
120.15,-16.94,1.13
124.78,11.66,39.15
122.30,-17.65,1.21
61.76,-47.51,0.00
123.22,-19.66,2.14
96.78,42.68,45.92
42.16,-62.89,0.00
139.73,3.65,22.84
88.28,-24.49,0.03
124.86,-52.95,0.38
124.75,-48.93,0.30
96.32,-53.72,0.00
99.90,-27.22,0.00
90.24,-52.21,0.00
100.26,-59.14,0.04
101.03,-53.84,0.00
204.23,38.63,147.35
125.60,-9.02,2.86
125.41,7.81,29.04
91.67,-64.08,0.00
50.35,21.79,10.44
45.99,34.14,12.11
88.14,19.33,27.47
160.00,-34.38,0.00
98.23,-72.67,0.00
53.64,29.14,12.05
141.65,6.92,31.84
86.97,-11.69,1.44
95.09,59.62,31.83
73.76,23.75,23.62
132.70,10.33,38.86
131.14,2.92,20.19
165.92,21.64,101.67
48.29,-2.06,3.85
123.17,-36.26,0.17
70.90,42.90,23.37
72.77,-48.52,0.28
76.47,38.60,33.39
162.83,-31.35,0.00
156.38,-25.62,0.29
45.27,85.95,2.03
111.63,-71.55,0.00
140.23,-57.09,0.17
103.51,-36.17,0.00
173.09,30.53,111.07
213.59,19.40,143.45
91.43,-45.30,0.04
47.14,-42.31,0.00
84.11,-44.28,0.50
78.33,-27.02,0.26
70.08,-26.62,0.91
146.13,5.68,33.39
145.51,45.45,78.53
154.53,22.97,96.84
55.30,-22.54,0.78
110.43,61.45,41.53
129.85,10.40,43.56
70.98,57.30,20.08
108.83,0.97,10.96
136.74,50.31,68.03
45.73,-38.77,0.00
49.54,-59.64,0.00
70.49,61.24,19.81
159.12,-40.91,0.29
131.71,44.33,72.14
144.40,-27.63,0.77
53.01,-68.49,0.10
150.50,66.38,42.87
56.58,22.82,12.66
69.61,33.07,27.97
78.82,-28.86,0.00
110.35,-14.40,1.99
92.34,-13.54,2.87
89.73,23.27,42.42
48.56,-16.51,2.29
88.58,-13.18,2.26
51.77,35.29,13.13
136.63,19.32,74.77
159.29,-5.04,4.90
66.65,4.50,8.92
109.54,18.54,53.18
103.14,-6.71,4.54
81.66,54.78,25.31
82.42,-31.51,0.00
193.96,-39.47,0.43
161.95,-29.01,0.61
104.59,16.60,41.36
150.73,-9.54,1.71
164.53,-66.33,0.01
74.78,31.41,32.40
42.41,-5.35,3.54
58.59,-45.27,0.24
91.25,39.36,35.61
179.90,-27.34,0.00
133.72,-53.87,0.41
160.23,-11.71,2.31
138.61,-37.22,0.66
110.46,-29.65,0.00
118.16,4.68,22.42
58.30,43.13,15.46
138.73,-30.27,0.00
51.00,-28.72,0.00
141.30,-29.83,1.15
139.59,-31.57,0.00
63.66,-20.40,0.53
93.90,48.22,37.67
137.96,41.45,80.54
124.14,4.39,21.25
120.23,39.54,67.01
94.24,-42.37,0.21
127.56,-47.03,0.54
85.91,-5.09,5.45
303.80,2.65,60.75
148.65,3.93,26.56
108.04,18.07,38.01
140.93,33.70,73.80
73.62,-29.96,0.88
93.93,-38.77,0.00
82.68,-20.65,1.80
101.99,9.25,23.73
103.12,44.03,46.83
64.20,-21.27,0.89
138.27,80.61,27.28
196.28,-16.71,1.17
159.81,0.98,18.09
128.64,-34.11,0.00
170.32,5.46,37.55
213.94,10.14,93.00
173.58,35.86,116.16
180.77,-37.18,0.00
135.85,-18.97,0.82
165.66,-37.98,0.00
164.26,22.71,113.24
63.46,-5.34,3.76
123.33,-4.30,5.07
56.75,48.71,16.10
139.64,-22.57,0.15
72.91,-20.31,2.04
77.66,-73.18,0.05
66.55,40.03,21.40
83.25,-28.15,0.73
153.45,27.05,97.78
72.20,43.83,22.10
84.71,-8.13,3.42
116.90,-46.06,0.00
60.93,-7.23,3.28
74.12,-23.52,0.34
129.61,-10.97,3.22
84.00,69.56,22.60
172.76,12.15,68.62
168.49,-41.02,0.00
46.93,52.60,10.97
181.77,11.08,74.61
150.18,33.38,97.59
127.04,10.93,45.75
94.61,-21.86,0.00
81.97,-64.88,0.24
51.37,17.93,10.65
112.52,8.40,31.76
131.80,25.50,78.03
54.12,-35.00,0.62
123.82,27.10,69.36
121.05,9.17,30.08
103.88,-27.91,0.96
133.04,56.64,57.65
82.86,-67.56,0.03
129.49,-30.82,0.40
107.65,-70.59,0.00
95.99,-1.86,8.04
59.01,73.16,11.73
71.18,-7.07,3.74
157.60,43.61,94.34
81.75,0.96,7.81
130.18,-2.19,7.98
79.01,28.86,37.44
91.40,-4.23,5.54
162.56,-65.54,0.00
51.57,-1.59,4.33
34.54,14.88,4.28
39.36,42.71,9.10
79.38,-23.10,0.63
138.61,-67.92,0.00
117.19,-47.30,0.18
132.04,7.50,31.53
103.46,-58.12,0.00
108.39,-41.99,0.29
85.56,-48.33,0.23
232.71,-16.47,1.72
150.60,-38.01,0.00
139.19,-6.96,4.46
73.02,51.52,21.17
172.18,-39.60,0.56
61.05,35.48,18.10
81.38,-11.41,2.97
115.59,39.94,62.93
117.81,46.18,56.12
80.51,-37.20,0.00
61.83,-67.43,0.00
124.09,37.47,67.79
148.50,7.00,39.61
47.59,-25.14,1.37
118.16,63.66,32.16
99.00,-58.71,0.00
63.24,8.52,9.43
57.21,27.09,13.32
88.66,-28.20,0.27
203.16,3.43,38.01
100.31,33.89,47.57
195.67,-28.03,0.00
158.66,34.89,99.15
116.84,-40.93,0.06
46.90,-47.45,0.00
78.23,-24.99,1.22
99.99,-12.47,2.27
119.98,39.84,61.49
162.95,-11.60,2.54
157.70,52.91,79.43
111.43,56.59,43.58
82.23,-51.87,0.00
102.34,13.39,28.80
174.33,20.91,110.09
207.12,12.99,101.04
139.30,5.68,33.91
75.36,25.55,26.64
213.78,-7.43,4.66
92.06,-38.60,0.00
112.85,-30.74,1.07
96.60,-25.99,0.55
121.27,14.62,40.53
85.79,-30.66,0.40
119.83,2.26,14.65
153.15,30.30,88.44
79.73,-35.23,0.88
52.16,28.11,11.37
144.20,35.89,91.23
152.85,6.88,46.38
152.91,-57.51,0.00
145.89,3.66,25.50
58.47,67.13,12.95
174.71,-1.50,11.59
140.55,-78.48,0.00
71.26,-12.38,1.08
184.59,58.44,84.84
144.93,-53.92,0.30
71.83,46.04,26.78
64.61,-73.17,0.00
160.81,28.58,103.36
108.25,15.28,39.96
199.08,-66.40,0.61
87.11,20.37,33.76
152.03,-66.78,0.63
72.76,-37.77,0.00
127.97,-24.35,0.68
98.14,6.19,16.30
118.10,1.05,13.30
243.28,-38.52,0.34
102.89,-36.86,0.00
197.85,-41.09,0.01
139.58,-31.36,0.00
153.26,5.11,30.52
149.20,-29.70,0.00
109.75,-43.11,0.00
48.23,42.55,13.36
179.32,-27.64,0.59
131.80,55.64,54.84
125.43,-8.28,3.89
106.24,-0.92,8.52
134.96,13.98,53.33
97.56,-6.01,4.42
104.96,-72.73,0.06
99.17,19.34,40.89
246.79,50.53,162.27
137.36,28.09,72.20
41.04,43.61,8.98
63.97,19.25,14.53
163.72,-16.22,0.00
81.97,-23.54,0.47
75.28,-72.81,0.00
141.22,71.93,31.16
28.41,-1.19,2.70
93.61,26.30,33.18
94.06,25.18,41.30
182.56,14.74,104.78
103.87,7.82,21.07
140.78,-80.43,0.00
118.49,-11.41,1.04
82.99,-6.29,3.66
98.13,-17.08,0.89
99.42,-32.67,0.00
97.26,41.14,45.17
138.74,-25.79,0.00
173.57,-14.37,1.97
73.72,25.60,24.79
158.70,-31.39,0.00
196.77,-5.81,4.94
84.12,6.19,12.79
52.27,24.72,12.76
72.81,57.60,21.87
79.00,66.65,21.69
122.83,-18.55,0.84
169.99,-14.33,0.19
83.39,-35.77,0.97
99.16,65.71,32.12
69.15,-73.79,0.07
100.84,-26.72,0.86
109.36,-31.09,0.00
64.11,18.92,13.20
114.59,-14.31,1.76
62.66,-58.89,0.03
47.46,-64.32,0.00
226.99,2.85,40.95
58.01,12.35,10.53
74.05,-26.12,1.20
70.10,36.62,29.51
64.15,32.65,24.26
165.44,-12.75,1.85
188.39,6.23,51.82
103.56,45.70,47.87
103.50,-54.97,0.00
77.80,-9.96,3.22
94.43,10.89,27.12
49.80,-49.55,0.39
175.81,-23.88,0.17
145.54,18.69,79.42
166.66,-31.18,0.47
72.80,-24.70,0.00
160.02,-26.16,0.00
173.06,-45.89,0.55
122.39,51.46,55.78
31.58,12.23,3.92
168.35,9.14,61.66
61.45,62.31,15.50
83.83,38.65,37.08
61.39,-2.86,5.12
137.94,2.43,19.15
104.84,-21.95,0.64
128.69,0.44,12.49
107.97,71.73,27.33
94.85,-61.26,0.00
126.73,20.46,54.16
73.25,-55.54,0.00
163.65,29.88,114.88
206.65,-41.34,0.03
204.23,32.52,156.23
153.74,26.62,85.24
204.08,-34.50,0.01
130.67,70.87,20.58
151.50,18.99,95.24
96.83,46.78,39.48
108.90,-18.32,1.11
127.32,7.37,35.07
44.89,-8.51,2.94
80.57,18.79,24.32
97.39,21.72,29.46
184.16,-23.20,1.15
52.33,-28.42,1.28
132.14,75.64,34.05
63.08,-46.14,0.00
55.50,-18.66,2.02
99.86,-6.56,3.99
167.48,-24.43,0.58
107.66,-22.56,1.95
123.55,-10.04,2.56
151.99,2.57,21.96
52.96,31.16,14.59
129.48,17.13,55.06
60.56,-32.55,0.00
80.66,21.62,36.84
159.04,-42.93,0.00
154.53,-36.54,0.00
69.17,57.60,19.64
72.73,-84.36,0.00
177.70,3.60,31.93
236.71,-7.13,4.72
110.08,0.55,10.64
208.22,-5.68,6.71
95.39,-18.35,0.82
58.64,-57.90,0.00
99.24,-3.71,5.80
145.94,17.83,79.76
179.94,23.17,133.89
77.83,-26.14,0.17
69.52,-61.27,0.00
266.70,-5.24,7.49
84.51,-31.33,1.20
79.34,-15.17,1.97
78.62,-32.51,0.37
91.90,25.28,40.61
170.39,-28.72,0.00
168.93,42.64,106.71
54.99,30.47,15.77
169.83,-32.77,0.91
209.15,-14.78,0.95
87.42,63.46,27.24
56.17,-55.97,0.00
78.18,39.22,29.96
71.69,70.19,9.68
142.75,0.94,15.50
175.67,-17.48,1.17
146.02,-28.19,1.11
174.67,7.60,49.49
90.71,-32.13,0.00
109.54,0.92,12.74
101.81,49.31,44.51
186.36,32.01,131.18
117.94,47.71,57.69
71.52,-73.86,0.24
99.31,-69.16,0.01
105.59,-28.58,0.00
83.75,27.27,36.10
195.82,2.85,32.68
96.74,73.09,10.15
121.46,8.09,28.36
135.80,-50.71,0.00
134.61,30.23,71.44
99.33,47.40,39.40
108.99,-5.48,4.24
203.88,38.71,146.84
62.51,28.43,18.44
111.74,-22.14,1.52
85.83,-32.43,0.44
184.94,42.77,120.87
80.74,58.47,23.47
89.42,-48.76,0.00
101.63,-34.48,0.42
81.12,-50.31,0.02
176.42,56.42,81.29
82.35,55.97,27.67
50.74,11.07,8.28
140.99,43.66,76.94
66.56,51.31,19.95
168.00,-77.31,0.16
82.92,-32.84,0.00
157.86,49.34,86.55
105.59,39.76,50.23
118.09,47.17,58.07
118.46,4.82,19.98
138.18,70.16,39.22
79.59,-4.62,5.24
63.03,57.78,15.79
68.24,26.71,22.96
174.01,-25.47,0.00
86.30,-26.27,1.52
72.54,-8.66,3.23
124.14,56.00,49.24
76.39,-76.61,0.00
151.96,7.68,39.99
216.36,43.62,150.03
166.02,43.06,100.33
70.76,67.75,12.95
74.82,62.04,21.60
81.92,87.42,10.25
127.51,-58.58,0.00
101.37,5.78,16.72
165.17,-37.34,0.00
70.17,-61.73,0.37
112.81,-9.14,2.65
165.86,-35.22,0.00
141.52,56.24,59.36
92.66,18.39,27.92
91.47,39.61,40.51
99.67,82.33,3.82
79.32,-20.67,1.10
98.96,-54.89,0.44
56.16,46.54,17.18
231.53,-10.14,3.62
78.20,20.52,23.42
77.76,-31.62,0.74
149.62,26.30,85.22
86.79,-59.01,0.01
122.80,-17.91,0.51
187.83,21.05,133.13
144.15,-16.78,1.35
152.69,5.52,33.16
191.08,-11.35,1.45
142.94,-10.45,2.33
80.72,2.30,9.46
82.75,18.75,27.87
117.91,-42.44,0.17
58.02,41.81,17.34
58.78,59.55,14.75
119.46,-10.70,3.29
109.30,43.11,47.19
122.28,68.37,42.34
53.12,38.29,13.42
135.89,-81.77,0.00
167.63,55.13,78.72
101.91,-40.58,0.71
89.80,42.19,41.00
73.57,48.55,24.33
95.13,48.65,40.54
169.79,28.28,104.85
92.27,31.78,45.27
153.77,-26.07,0.77
67.25,40.15,25.01
111.72,-22.13,0.44
81.60,27.76,26.03
81.68,-30.18,0.33
150.85,7.43,37.50
112.95,-1.00,8.16
146.38,22.60,88.15
150.18,32.13,90.05
149.35,32.06,88.01
211.32,-44.71,0.00
40.00,3.99,3.99
86.52,-47.26,0.35
115.89,-69.32,0.00
130.72,25.21,81.56
145.83,-12.21,2.37
128.33,8.48,34.00
94.24,-31.73,0.00
177.57,-0.83,14.39
74.15,34.72,33.90
161.30,-26.34,0.00
71.71,18.93,26.09
149.07,-41.95,0.00
77.80,28.37,27.56
141.42,32.99,87.68
168.06,-15.33,1.03
67.71,-63.32,0.00
63.15,76.44,4.01
265.20,4.16,75.67
47.65,20.39,11.45
62.54,-15.18,2.26
126.17,-38.05,0.00
113.77,11.32,30.28
57.69,-76.75,0.04
90.35,42.42,33.72
59.27,-34.06,0.37
74.72,-58.42,0.00
147.73,-16.41,1.47
105.71,51.37,44.20
161.39,-12.98,1.64
160.15,-22.30,0.96
164.61,41.39,103.94
63.45,-27.61,0.80
104.61,6.96,22.15
63.92,37.46,22.30
71.67,-50.04,0.00
105.90,-68.26,0.00
160.09,23.36,108.73
76.67,-28.03,0.46
43.18,43.36,9.55
99.81,86.94,1.95
137.29,-38.47,0.46
171.17,-50.58,0.00
137.15,35.98,84.22
134.90,11.48,50.49
64.66,-32.20,0.01
52.04,28.01,13.10
163.89,-54.18,0.33
158.34,-10.46,2.01
92.74,-16.22,1.20
44.04,-10.52,2.12
117.78,-28.85,0.00
107.68,10.18,25.04
58.93,67.89,9.87
119.41,-1.84,8.50
67.10,78.91,11.02
103.79,-30.73,0.00
158.79,0.75,16.83
141.08,-42.86,0.00
101.31,-42.28,0.40
191.59,-13.10,1.72
116.03,62.84,40.37
117.31,-20.62,0.09
127.48,-54.33,0.00
87.92,29.58,36.74
123.62,-19.25,0.39
218.74,-48.57,0.06
133.42,31.11,80.72
34.28,-36.72,0.87
74.31,-9.80,3.08
126.18,24.94,61.22
86.63,-20.05,0.40
197.86,-9.30,3.38
127.09,24.63,73.92
129.86,15.90,66.81
123.49,-72.55,0.11
141.66,36.85,86.87
99.72,30.37,53.22
84.83,27.54,32.91
89.21,-55.26,0.00
160.20,38.65,104.37
113.04,7.66,25.85
84.79,-28.22,0.04
94.74,33.49,47.13
174.97,-30.15,0.72
86.20,48.20,34.97
96.46,37.66,48.03
107.94,-35.16,0.58
154.18,31.70,102.35
89.40,46.86,37.91
132.59,-51.92,0.00
202.92,0.45,21.03
112.84,-24.64,0.19
164.43,-1.98,11.30
216.12,-6.48,5.56
74.42,0.65,7.06
90.43,33.54,40.50
133.50,6.28,29.93
117.36,44.38,56.85
81.83,53.58,27.80
182.63,-25.60,0.86
84.07,45.55,33.45
83.68,4.38,12.27
88.77,-57.82,0.00
171.27,19.91,101.34
61.09,-67.78,0.66
215.76,-45.04,0.41
168.88,-15.38,0.99
135.16,-30.11,0.62
55.98,36.67,16.77
42.98,43.74,9.36
97.77,-66.48,0.00
44.86,30.40,10.74
61.52,57.59,16.21
121.83,-18.11,0.94
116.04,37.54,60.82
170.14,-15.09,1.51
142.82,-5.68,5.30
50.78,-45.60,0.11
40.89,10.01,5.10
38.17,-33.28,0.67
93.34,61.28,31.64
199.24,3.90,39.67
197.29,10.13,94.37
271.74,6.29,90.18
192.61,12.12,91.21
54.44,-0.52,5.02
88.98,14.66,28.30
38.38,46.82,7.50
111.95,-56.79,0.00
133.46,-35.60,1.06
137.04,-26.29,0.26
222.77,13.00,128.59
143.48,31.95,90.44
126.31,-20.21,1.09
103.56,55.98,39.04
143.83,17.82,68.83
163.89,29.66,109.34
60.44,19.17,15.16
103.89,16.60,35.14
75.19,-0.51,7.44
130.49,44.01,68.28
197.31,-16.93,2.52
44.52,18.32,8.09
37.22,4.57,4.16
161.61,35.75,105.79
132.22,-5.10,5.36
122.47,-1.10,10.91
174.58,18.38,108.52
142.68,-14.42,2.08
111.90,22.05,46.33
84.68,61.27,22.62
103.07,-67.23,0.00
118.56,31.24,58.60
184.91,-10.85,1.84
41.80,50.58,9.35
72.13,17.26,22.88
73.37,2.32,8.55
122.45,38.72,69.00
85.91,47.92,34.95
158.55,-17.64,1.47
45.40,60.85,8.38
149.27,4.08,26.40
139.69,18.33,72.68
70.38,52.53,22.18
142.34,-22.33,0.65
81.46,54.87,27.88
54.58,-81.32,0.04
135.74,29.38,81.39
83.49,35.28,31.88
129.19,3.49,19.41
58.73,48.05,17.34
129.33,12.54,39.45
112.15,-30.02,0.45
88.21,-23.72,1.03
124.26,46.06,62.66
135.83,-11.91,2.54
191.64,-16.30,0.67
35.86,-24.28,1.43
90.38,-40.47,0.70
119.02,-61.85,0.13
77.16,13.95,14.74
108.22,36.40,55.68
202.51,-38.77,0.36
59.56,-10.23,3.01
206.61,16.48,127.83
125.18,-36.11,0.00
119.70,13.72,42.65
161.66,27.09,93.18
81.37,23.64,25.69
124.25,58.38,44.66
172.58,-0.38,13.96
123.67,-55.71,0.50
181.88,18.22,100.50
148.89,32.89,99.06
69.14,15.34,16.00
140.71,-25.51,0.28
113.11,-5.58,5.79
174.25,-29.57,0.29
116.47,-1.94,8.74
146.22,50.91,74.89
71.06,32.00,30.59
83.71,-45.27,0.00
124.83,-31.98,0.36
75.98,32.92,31.27
196.47,-13.38,2.25
79.73,23.08,35.31
212.88,-19.77,2.01
105.44,-47.85,0.22
51.23,23.16,12.35
54.06,57.14,11.97
128.27,41.08,70.43
103.06,7.23,19.43
104.86,-66.00,0.00
125.71,-27.24,0.00
150.30,-13.35,3.22
118.55,-68.25,0.00
114.33,12.14,35.37
117.89,29.68,68.66
90.09,-72.46,0.00
144.69,5.32,29.96
50.29,46.01,13.66
40.52,-16.79,1.37
111.58,49.33,48.67
79.35,35.92,36.99
98.93,27.44,45.74
184.44,7.69,62.39
62.89,45.15,21.74
227.92,19.50,161.16
109.74,-72.72,0.00
107.25,10.70,26.48
137.90,23.11,79.97
154.57,14.58,74.59
130.21,0.03,12.64
114.25,69.59,36.46
132.45,-41.88,0.27
68.03,-48.76,0.00
64.27,33.32,20.39
66.01,-27.23,0.80
156.15,-1.16,12.70
67.02,-47.43,0.00
152.50,62.02,55.59
171.30,0.42,18.04
39.08,33.55,7.53
95.58,33.03,44.46
65.29,-17.92,0.90
108.83,44.62,52.32
133.25,-49.68,0.29
99.36,36.56,51.17
86.30,-31.35,0.48
166.04,-58.33,0.00
133.57,17.95,58.40
52.24,58.88,12.32
143.69,45.34,79.98
132.30,82.51,3.41
132.52,37.67,79.36
76.63,48.43,28.50
176.34,16.21,95.38
51.56,-27.37,1.17
186.12,49.01,111.64
137.50,38.16,83.68
101.39,-76.97,0.00
119.69,-31.02,0.29
106.81,-3.47,6.61
133.17,30.06,79.40
100.64,38.09,51.66
115.58,48.83,54.78
144.29,-25.83,0.62
117.36,-23.71,0.99
137.30,-40.26,0.00
91.65,-41.40,0.68
78.38,49.96,28.67
142.57,-84.38,0.15
94.52,33.86,33.14
165.54,20.15,99.53
99.42,-17.77,1.55
114.63,34.02,55.03
127.17,-9.89,3.38
66.08,12.79,13.98
119.74,-52.21,0.40
77.82,55.73,24.89
86.26,-10.27,2.90
46.52,-59.89,0.00
125.71,68.55,26.94
41.47,-4.82,3.48
74.39,-19.45,1.64
125.87,10.68,36.73
76.08,-55.27,0.25
90.60,13.96,26.05
103.23,33.58,48.98
54.55,15.54,11.34
144.26,-48.14,0.00
97.25,29.74,44.01
74.38,-29.77,0.00
101.85,7.79,20.81
120.33,13.88,45.81
44.40,-37.99,0.66
97.06,-4.57,5.43
117.67,-8.34,2.96
210.52,-2.99,6.68
189.66,-31.03,0.77
127.57,-68.56,0.26
198.38,-15.30,1.35
123.64,-37.84,0.39
62.28,-23.19,1.42
93.84,7.57,20.31
58.08,20.88,11.88
82.55,29.36,39.54
76.93,-4.58,4.58
87.15,27.30,34.37
188.67,-29.14,0.00
127.79,-15.37,2.15
121.30,30.08,53.70
188.33,-12.05,2.39
48.16,45.36,11.21
113.84,27.20,64.99
77.82,-18.51,1.36
90.67,15.36,34.93
93.09,-10.69,3.01
201.40,-30.13,0.70
146.71,58.21,57.86
83.21,85.66,10.89
162.27,27.65,114.52
181.58,-0.89,12.79
116.32,-18.96,1.34
82.24,-63.67,0.02
95.96,-30.83,0.32
114.63,-26.58,0.29
75.37,30.96,29.60
96.87,-27.53,0.54
122.86,32.51,63.14
149.81,-21.66,1.09
124.38,-24.80,0.00
40.10,-35.50,0.60
121.43,10.24,33.60
148.87,30.30,97.50
217.19,2.27,34.61
155.43,-49.86,0.13
92.15,-8.58,2.92
138.71,-40.58,0.00
115.40,21.13,49.44
65.13,-72.41,0.00
106.52,-14.75,2.10
197.14,-5.46,4.06
211.16,11.63,109.88
104.52,28.72,57.05
146.69,33.56,93.14
175.45,-38.65,0.00
193.04,-14.26,1.21
90.67,-52.56,0.00
129.01,-6.99,3.32
215.15,-15.31,1.55
56.09,57.69,14.23
158.84,-32.36,0.12
65.42,38.45,23.02
72.23,1.88,8.40
198.36,-3.17,9.26
46.44,-2.47,4.42
164.14,15.09,72.22
80.32,40.12,29.27
70.34,27.01,28.99
86.65,-26.26,0.00
102.18,39.84,52.50
238.33,13.03,150.23
51.68,-7.14,3.23
88.91,-35.69,0.00
77.38,47.07,28.77
151.73,-31.57,0.60
161.98,22.96,102.09
163.66,20.11,92.15
142.04,-33.99,0.00
108.38,40.36,54.20
128.93,-32.17,0.00
74.76,50.16,24.83
172.83,-33.75,0.00
197.88,-34.91,0.00
176.83,7.07,51.06
138.06,-77.51,0.00
182.24,-5.81,6.14
230.78,7.49,83.25
119.79,21.03,66.86
112.81,27.09,53.39
115.53,64.91,36.18
129.39,-41.51,0.00
195.12,-20.56,0.76
171.12,39.98,110.63
105.01,-9.70,3.35
87.69,-53.42,0.10
192.76,45.12,124.52
90.23,-32.04,1.03
54.22,56.30,13.66
91.93,42.52,39.26
89.06,58.93,30.11
42.69,13.97,6.27
138.99,-88.44,0.23
29.98,6.31,3.65
103.59,-2.71,6.89
87.99,-41.99,0.00
68.22,-43.55,0.00
62.46,86.80,1.44
98.73,-4.24,5.65
50.52,66.53,10.33
79.84,47.74,29.97
161.88,7.40,43.72
88.78,-11.37,2.69
112.96,-42.58,0.00
79.67,39.72,34.08
100.34,43.68,46.32
122.25,-30.71,0.00
119.92,-5.28,4.03
164.70,-18.43,0.00
109.70,0.08,11.13
173.78,-18.54,1.18
181.81,-24.52,0.26
170.31,-13.11,2.47
90.30,35.35,42.15
130.85,31.19,70.67
148.01,-27.52,0.18
51.30,51.94,12.56
171.25,26.38,109.47
164.17,-31.85,0.63
162.13,-76.86,0.34
67.06,68.53,15.95
225.99,21.01,158.66
126.35,-35.50,0.37
160.49,-28.35,0.31
91.09,-23.63,0.25
105.20,19.66,31.75
157.36,-73.40,0.04
236.32,-25.84,1.16
72.05,25.96,24.96
69.56,-12.79,2.02
80.87,-53.24,0.07
99.24,-57.04,0.05
114.50,30.53,55.16
206.93,-33.38,0.91
86.54,-35.31,0.15
134.74,60.75,51.38
49.18,67.49,9.71
118.61,31.10,65.12
173.68,4.09,35.61
155.55,-8.95,3.90
163.22,55.07,79.01
205.26,-17.63,1.54
176.75,-20.33,0.90
117.97,-43.39,0.00
87.05,-32.85,0.42
120.11,40.65,65.26
74.86,-20.82,0.00
127.19,0.41,12.15
58.85,-8.97,2.64
105.90,-34.42,0.00
70.13,-43.48,0.43
175.88,41.42,114.27
105.63,8.18,21.65
139.27,-15.95,1.40
269.92,-4.63,8.71
67.39,-33.60,0.00
53.95,-47.98,0.91
102.49,4.81,17.61
138.58,7.61,35.37
127.57,-36.43,0.47
174.29,-0.30,14.93
127.56,59.94,42.56
113.11,-51.10,0.00
205.06,-3.30,9.84
90.63,-12.59,2.67
210.41,-5.63,4.28
53.85,43.46,15.18
95.93,16.04,34.61
182.27,-26.85,0.11
37.02,46.48,7.68
41.46,-24.62,0.58
91.31,32.95,42.25
47.10,-8.84,2.75
73.51,-22.05,0.00
105.49,40.89,51.55
126.47,-85.18,0.00
153.95,-19.99,0.85
155.50,-23.48,0.94
102.48,-50.40,0.00
80.68,18.60,23.53
92.96,-30.96,0.81
129.60,-58.02,0.61
95.25,-39.24,0.01
54.32,-11.92,2.77
85.18,17.43,24.82
79.56,-11.70,3.21
238.50,-49.59,0.56
66.85,30.02,30.24
208.06,13.83,126.06
67.67,-13.04,2.62
175.76,-18.76,1.29
207.77,21.74,150.60
262.56,16.17,171.49
120.54,-37.79,0.00
62.13,-32.96,0.72
73.98,-38.92,0.23
125.77,-68.62,0.06
103.39,-17.22,1.54
42.82,-31.87,0.94
113.07,-42.19,0.41
61.96,64.91,12.92
90.60,67.83,25.77
161.61,-1.09,11.67
108.58,21.18,46.06
124.73,-72.59,0.00
119.53,21.89,63.90
78.01,47.95,28.35
86.46,-44.34,0.28
59.16,-26.58,0.93
